,ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City,Day,Month,Revenue
227,228,Vitamin D,Vitamins and supplements,90.13,2.6,2040,27,0.13,1252,2023-09-25,Jacksonville,Monday,September,98173.2012
228,229,Vitamin D,Vitamins and supplements,298.32,3.4,4396,918,0.23,1418,2024-06-02,Birmingham,Sunday,June,325723.67519999994
229,230,Vitamin D,Vitamins and supplements,226.59,2.3,2891,861,0.07,132,2023-09-10,McAllen,Sunday,September,27816.1884
230,231,Protein Powder,Vitamins and supplements,312.4,3.8,575,885,0.08,1144,2024-02-26,St. Louis,Monday,February,328794.752
231,232,Multivitamin,Vitamins and supplements,184.8,3.1,2352,496,0.35,1847,2024-01-08,Staten Island,Monday,January,221861.64
232,233,Vitamin D,Vitamins and supplements,435.45,1.8,956,915,0.13,1665,2023-08-24,Hartford,Thursday,August,630771.0975
233,234,Protein Powder,Vitamins and supplements,35.33,3.6,1058,197,0.09,1082,2023-07-23,Spokane,Sunday,July,34786.6246
234,235,Multivitamin,Vitamins and supplements,258.55,1.2,4585,275,0.49,1239,2023-10-05,Dayton,Thursday,October,163375.1595
235,236,Vitamin D,Vitamins and supplements,18.52,2.3,3868,184,0.29,1207,2023-12-17,Orlando,Sunday,December,15871.0844
236,237,Vitamin D,Vitamins and supplements,336.76,1.6,4403,335,0.47,891,2024-06-04,McAllen,Tuesday,June,159028.1748
237,238,Fish Oil,Vitamins and supplements,102.29,3.9,4612,494,0.09,1825,2023-12-02,Hartford,Saturday,December,169878.1175
238,239,Vitamin D,Vitamins and supplements,489.53,2.5,3485,113,0.12,1561,2024-01-28,Columbia,Sunday,January,672457.5704
239,240,Vitamin D,Vitamins and supplements,289.6,1.1,1863,344,0.34,800,2024-06-11,Grand Rapids,Tuesday,June,152908.80000000002
240,241,Sunscreen,Skin care,471.03,4.3,1327,68,0.29,1981,2023-11-05,Palm Bay,Sunday,November,662508.4053
241,242,Cleanser,Skin care,499.71,1.2,3232,680,0.5,780,2024-03-31,Chicago,Sunday,March,194886.9
242,243,Moisturizer,Skin care,287.84,4.0,1347,609,0.2,493,2024-02-01,McAllen,Thursday,February,113524.09599999999
243,244,Cleanser,Skin care,224.7,4.6,1000,278,0.22,1354,2024-02-04,Palm Bay,Sunday,February,237310.164
244,245,Toner,Skin care,155.47,3.6,2772,654,0.32,710,2024-01-21,Portland,Sunday,January,75060.916
245,246,Moisturizer,Skin care,196.41,3.2,1440,304,0.27,290,2024-03-02,Cleveland,Saturday,March,41579.997
246,247,Cleanser,Skin care,297.66,1.7,2889,961,0.23,1026,2024-03-19,New York,Tuesday,March,235157.3532
247,248,Cleanser,Skin care,476.22,4.4,1947,628,0.41,664,2024-05-31,Bronx,Friday,May,186563.94720000002
248,249,Moisturizer,Skin care,205.42,3.3,3371,739,0.3,943,2023-07-05,Provo,Wednesday,July,135597.74199999997
249,250,Cleanser,Skin care,375.97,3.9,1004,20,0.1,1014,2023-07-12,Colorado Springs,Wednesday,July,343110.22200000007
250,251,Sunscreen,Skin care,44.93,4.8,714,50,0.03,788,2024-01-23,Omaha,Tuesday,January,34342.6948
251,252,Cleanser,Skin care,105.33,1.7,963,372,0.14,1562,2024-01-07,Miami,Sunday,January,141491.8956
252,253,Sunscreen,Skin care,270.81,3.3,105,419,0.36,1,2024-03-27,Sacramento,Wednesday,March,173.3184
253,254,Toner,Skin care,413.36,3.1,1286,350,0.43,1062,2024-01-05,Cleveland,Friday,January,250223.34240000002
254,255,Sunscreen,Skin care,154.69,4.2,444,297,0.46,1107,2023-09-23,San Juan,Saturday,September,92470.5882
255,256,Cleanser,Skin care,279.61,1.2,2938,140,0.3,1141,2023-09-09,Orlando,Saturday,September,223324.50700000004
256,257,Cleanser,Skin care,300.83,4.2,9,983,0.21,1660,2023-12-25,Denton,Monday,December,394508.462
257,258,Toner,Skin care,387.27,3.2,4954,292,0.15,663,2024-05-24,Spokane,Friday,May,218246.00849999997
258,259,Toner,Skin care,217.63,3.7,145,914,0.31,992,2023-10-14,Mesa,Saturday,October,148963.38239999997
259,260,Moisturizer,Skin care,92.33,3.9,1249,672,0.11,661,2023-08-24,Oklahoma City,Thursday,August,54316.8157
260,261,Sunscreen,Skin care,122.82,1.8,1546,649,0.13,1100,2023-10-02,Portland,Monday,October,117538.73999999999
261,262,Moisturizer,Skin care,494.01,1.5,3729,834,0.22,636,2023-12-28,Minneapolis,Thursday,December,245068.48080000002
262,263,Moisturizer,Skin care,349.29,5.0,4795,301,0.05,1241,2024-03-02,Austin,Saturday,March,411795.44550000003
263,264,Cleanser,Skin care,453.71,4.1,4131,743,0.32,1699,2024-03-31,Phoenix,Sunday,March,524180.2371999999
264,265,Toner,Skin care,189.81,2.4,3046,707,0.22,827,2024-02-03,Bakersfield,Saturday,February,122438.83860000002
265,266,Toner,Skin care,402.17,1.9,2823,229,0.3,66,2023-08-17,Riverside,Thursday,August,18580.254
266,267,Moisturizer,Skin care,233.86,1.8,2774,171,0.33,1232,2023-08-26,Reno,Saturday,August,193037.39839999998
267,268,Cleanser,Skin care,228.71,2.3,661,811,0.04,452,2023-07-15,Omaha,Saturday,July,99241.8432
268,269,Moisturizer,Skin care,348.1,1.8,207,617,0.05,632,2024-04-18,Orlando,Thursday,April,208999.24000000002
269,270,Toner,Skin care,10.61,2.2,3719,979,0.24,1565,2023-10-19,Albany,Thursday,October,12619.534
270,271,Sunscreen,Skin care,205.66,1.6,1540,979,0.46,363,2023-07-27,Sacramento,Thursday,July,40313.4732
271,272,Moisturizer,Skin care,339.06,1.4,4551,742,0.43,1012,2023-09-14,Cleveland,Thursday,September,195583.3704
272,273,Toner,Skin care,393.19,3.8,3725,803,0.15,113,2023-10-19,Tampa,Thursday,October,37765.8995
273,274,Cleanser,Skin care,196.65,2.4,2496,842,0.41,1725,2024-01-10,Raleigh,Wednesday,January,200140.53750000003
274,275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,2024-03-03,Mesa,Sunday,March,416335.6717
275,276,Toner,Skin care,112.17,4.7,4137,677,0.41,1826,2024-01-06,Dallas,Saturday,January,120845.22780000001
276,277,Toner,Skin care,270.92,3.9,3138,847,0.11,1549,2024-03-31,Miami,Sunday,March,373493.0212
277,278,Sunscreen,Skin care,207.46,1.7,4225,930,0.17,1811,2023-09-30,Richmond,Saturday,September,311839.3498
278,279,Cleanser,Skin care,413.02,1.5,4259,94,0.24,1133,2023-07-12,Milwaukee,Wednesday,July,355643.26159999997
279,280,Cleanser,Skin care,416.37,2.3,2530,936,0.41,1676,2024-02-16,Sacramento,Friday,February,411723.31080000004
280,281,Mascara,Makeup,43.4,1.1,536,78,0.48,1979,2024-05-31,Akron,Friday,May,44662.072
281,282,Blush,Makeup,69.8,3.4,542,845,0.44,988,2023-08-01,Columbus,Tuesday,August,38618.943999999996
282,283,Lipstick,Makeup,324.0,1.9,4349,129,0.33,466,2023-08-30,Palm Bay,Wednesday,August,101159.28
283,284,Lipstick,Makeup,286.58,1.8,4737,381,0.5,1276,2024-04-17,Albany,Wednesday,April,182838.03999999998
284,285,Lipstick,Makeup,492.0,2.0,4244,328,0.39,1517,2023-09-23,Akron,Saturday,September,455282.04
285,286,Blush,Makeup,348.89,3.5,1638,551,0.41,1382,2023-08-09,Atlanta,Wednesday,August,284477.9282
286,287,Foundation,Makeup,315.71,3.1,3302,689,0.07,1651,2023-12-04,Oklahoma City,Monday,December,484750.6053
287,288,Mascara,Makeup,330.5,2.4,2139,981,0.41,1764,2024-03-18,Detroit,Monday,March,343971.18
288,289,Foundation,Makeup,15.41,2.7,2293,741,0.13,649,2023-08-03,New York,Thursday,August,8700.9483
289,290,Blush,Makeup,272.3,1.9,2009,241,0.31,1716,2023-07-10,Madison,Monday,July,322414.092
290,291,Foundation,Makeup,480.19,3.0,3042,496,0.27,702,2023-08-09,Providence,Wednesday,August,246078.16739999998
291,292,Blush,Makeup,58.06,3.0,545,563,0.12,593,2023-10-24,Jacksonville,Tuesday,October,30298.030400000003
292,293,Lipstick,Makeup,194.19,2.6,3493,553,0.39,396,2024-02-20,Columbia,Tuesday,February,46908.5364
293,294,Foundation,Makeup,60.05,3.6,424,128,0.4,1583,2024-05-14,Milwaukee,Tuesday,May,57035.490000000005
294,295,Foundation,Makeup,422.03,1.2,2279,788,0.41,758,2023-08-27,Richmond,Sunday,August,188740.2566
295,296,Blush,Makeup,448.61,3.5,78,912,0.03,855,2023-12-22,Des Moines,Friday,December,372054.7035
296,297,Lipstick,Makeup,61.79,5.0,2148,7,0.02,1528,2024-03-17,Queens,Sunday,March,92526.81760000001
297,298,Lipstick,Makeup,332.93,4.2,2711,16,0.48,276,2023-10-24,Birmingham,Tuesday,October,47782.113600000004
298,299,Mascara,Makeup,236.35,5.0,4531,398,0.47,498,2024-05-15,Austin,Wednesday,May,62382.219000000005
299,300,Lipstick,Makeup,95.31,1.4,2037,351,0.03,137,2024-05-05,Bakersfield,Sunday,May,12665.7459
300,301,Lipstick,Makeup,50.26,4.9,1246,647,0.38,920,2023-07-19,Mesa,Wednesday,July,28668.303999999996
301,302,Mascara,Makeup,337.0,1.0,1827,381,0.13,1640,2023-12-26,McAllen,Tuesday,December,480831.6
302,303,Foundation,Makeup,269.85,1.2,369,777,0.4,651,2023-07-01,Palm Bay,Saturday,July,105403.41000000002
303,304,Blush,Makeup,65.84,2.9,3983,287,0.31,1249,2024-06-01,Cleveland,Saturday,June,56741.57040000001
304,305,Mascara,Makeup,175.75,4.7,2230,968,0.19,1850,2023-07-14,Raleigh,Friday,July,263361.37500000006
305,306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,2023-08-29,San Diego,Tuesday,August,129343.932
306,307,Lipstick,Makeup,444.59,3.6,4066,121,0.41,1654,2024-05-04,Mission Viejo,Saturday,May,433857.59739999997
307,308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,2023-08-15,Detroit,Tuesday,August,201978.7627
308,309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,2023-10-21,Providence,Saturday,October,157316.14919999999
309,310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,2023-09-03,Madison,Sunday,September,201648.0312
310,311,Mascara,Makeup,114.62,3.0,4183,43,0.37,1706,2023-12-06,Hartford,Wednesday,December,123191.2836
311,312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,2024-02-25,Tucson,Sunday,February,312940.98000000004
312,313,Lipstick,Makeup,439.8,2.7,361,185,0.0,128,2023-06-14,Mesa,Wednesday,June,56294.4
313,314,Foundation,Makeup,441.91,2.1,1855,873,0.33,472,2024-06-02,Manhattan,Sunday,June,139749.6184
314,315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,2024-03-18,San Francisco,Monday,March,313642.78400000004
315,316,Mascara,Makeup,382.89,1.1,2256,973,0.1,1441,2024-05-23,Phoenix,Thursday,May,496570.041
316,317,Lipstick,Makeup,380.57,4.4,3895,210,0.5,131,2024-02-22,Hartford,Thursday,February,24927.335
317,318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,2023-08-07,Mesa,Monday,August,533881.6125
318,319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,2024-02-14,Salt Lake City,Wednesday,February,21459.168
319,320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,2023-10-02,Hartford,Monday,October,159023.7504
320,321,Denim Jacket,Coats and jackets,341.47,4.2,3259,59,0.16,1342,2023-11-14,Palm Bay,Tuesday,November,384932.30160000006
321,322,Rain Jacket,Coats and jackets,350.75,4.0,2974,867,0.26,431,2023-12-22,Chicago,Friday,December,111868.205
322,323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,2023-10-05,Provo,Thursday,October,64374.393599999996
323,324,Denim Jacket,Coats and jackets,370.47,5.0,1019,117,0.32,400,2023-11-27,McAllen,Monday,November,100767.84
324,325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,2024-03-29,Concord,Friday,March,15566.880000000001
325,326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2024-02-26,San Juan,Monday,February,265533.88680000004
326,327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,2023-10-11,Hartford,Wednesday,October,90148.73400000001
327,328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,2024-03-30,Cape Coral,Saturday,March,5065.7376
328,329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,2024-02-04,Indianapolis,Sunday,February,159276.704
329,330,Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,2024-05-12,Boise,Sunday,May,544046.5776
330,331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,2023-11-05,Des Moines,Sunday,November,443996.00700000004
331,332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2024-02-27,Concord,Tuesday,February,135776.026
332,333,Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,2023-06-15,Rochester,Thursday,June,94339.2027
333,334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,2023-10-08,Charlotte,Sunday,October,105991.16
334,335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,2024-01-22,Des Moines,Monday,January,340840.523
335,336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,2023-08-12,Akron,Saturday,August,315839.232
336,337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2024-02-16,Harrisburg,Friday,February,182052.8644
337,338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,2024-04-12,Boise,Friday,April,253711.01279999997
338,339,Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,2023-11-27,Chicago,Monday,November,146490.37749999997
339,340,Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,2023-07-18,Kansas City,Tuesday,July,156325.95
340,341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,2023-08-23,Spokane,Wednesday,August,719960.9055
341,342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,2023-09-09,Bridgeport,Saturday,September,4287.9974999999995
342,343,Denim Jacket,Coats and jackets,276.98,4.0,4979,213,0.01,743,2023-11-12,Springfield,Sunday,November,203738.17860000004
343,344,Leather Jacket,Coats and jackets,441.0,4.5,3048,679,0.49,1049,2024-04-07,Atlanta,Sunday,April,235930.59
344,345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,2023-09-24,Virginia Beach,Sunday,September,10148.304
345,346,Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,2024-06-04,Rochester,Tuesday,June,480508.54199999996
346,347,Denim Jacket,Coats and jackets,184.77,4.0,484,596,0.16,904,2024-04-26,Oakland,Friday,April,140306.94720000002
347,348,Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,2023-07-12,New York,Wednesday,July,212876.316
348,349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,2024-02-04,Kansas City,Sunday,February,30865.86
349,350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,2023-10-10,Pittsburgh,Tuesday,October,83300.3052
350,351,Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,2024-05-22,Las Vegas,Wednesday,May,255394.8216
351,352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,2024-02-05,Akron,Monday,February,62381.1966
352,353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,2024-01-31,Little Rock,Wednesday,January,345350.50560000003
353,354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,2024-04-13,Spokane,Saturday,April,15610.538999999999
354,355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,2024-02-02,Tampa,Friday,February,506098.54699999996
355,356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,2024-01-01,Dallas,Monday,January,19430.6175
356,357,Denim Jacket,Coats and jackets,453.63,4.0,4433,313,0.31,278,2023-12-19,Concord,Tuesday,December,87015.30659999998
357,358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,2023-08-28,Austin,Monday,August,86635.63799999999
358,359,Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0.0,1070,2023-11-24,Bakersfield,Friday,November,398307.5
359,360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,2023-08-14,Philadelphia,Monday,August,42486.263999999996
360,361,Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,2024-05-04,Columbia,Saturday,May,250329.14399999997
361,362,Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,2023-11-06,Omaha,Monday,November,277715.43799999997
362,363,Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,2023-12-05,New Orleans,Tuesday,December,44403.65549999999
363,364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,2023-09-16,Detroit,Saturday,September,177844.275
364,365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,2023-09-11,Harrisburg,Monday,September,221415.0108
365,366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,2024-02-12,El Paso,Monday,February,503282.20319999993
366,367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,2023-08-31,Sacramento,Thursday,August,203795.055
367,368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,2023-11-03,Charlotte,Friday,November,4765.629599999999
368,369,Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,2024-05-27,Allentown,Monday,May,21213.428600000003
369,370,Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,2024-04-23,Bonita Springs,Tuesday,April,180438.14789999998
370,371,Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,2023-11-24,Oklahoma City,Friday,November,362792.864
371,372,Mountain Bike,Bicycles,26.0,4.5,4577,727,0.48,1031,2023-08-16,Palm Bay,Wednesday,August,13939.119999999999
372,373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,2024-01-17,Oakland,Wednesday,January,255495.6696
373,374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,2024-02-01,Riverside,Thursday,February,9854.720800000001
374,375,Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,2023-07-01,Colorado Springs,Saturday,July,269139.807
375,376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,2024-04-12,Rochester,Friday,April,472273.78
376,377,Electric Bike,Bicycles,306.0,4.6,3451,361,0.49,92,2024-02-24,San Francisco,Saturday,February,14357.52
377,378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,2024-01-23,Richmond,Tuesday,January,409891.8336
378,379,Mountain Bike,Bicycles,12.7,1.0,1213,135,0.02,891,2023-06-25,Albuquerque,Sunday,June,11089.386
379,380,Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,2023-10-23,Harrisburg,Monday,October,349516.8
380,381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,2023-12-12,San Francisco,Tuesday,December,666583.6738
381,382,Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,2024-04-27,Miami,Saturday,April,2380.8708
382,383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,2023-09-18,New Haven,Monday,September,126599.484
383,384,Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,2023-07-01,Baltimore,Saturday,July,121619.09760000001
384,385,Road Bike,Bicycles,35.06,2.0,726,688,0.3,849,2024-01-18,Richmond,Thursday,January,20836.158000000003
385,386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,2024-03-20,Reno,Wednesday,March,566243.9469999999
386,387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,2023-09-01,Colorado Springs,Friday,September,22741.674600000002
387,388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2024-02-15,Palm Bay,Thursday,February,137729.34
388,389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,2024-03-11,Oklahoma City,Monday,March,448112.9648
389,390,Road Bike,Bicycles,416.22,5.0,4008,267,0.15,1856,2023-08-06,Austin,Sunday,August,656628.672
390,391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,2023-09-07,New Orleans,Thursday,September,168418.972
391,392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,2024-03-31,New Orleans,Sunday,March,382886.59200000006
392,393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,2024-01-08,Jacksonville,Monday,January,67923.765
393,394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2024-02-15,Richmond,Thursday,February,602441.5319999999
394,395,Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,2023-11-29,Las Vegas,Wednesday,November,1118.1312
395,396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,2024-02-07,Brooklyn,Wednesday,February,647957.0295
396,397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,2023-07-27,Boise,Thursday,July,177454.875
397,398,Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,2024-04-28,Birmingham,Sunday,April,19272.375
398,399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,2023-08-11,Memphis,Friday,August,73497.4604
399,400,Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,2024-05-06,Cincinnati,Monday,May,25952.828
400,401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,2024-04-14,El Paso,Sunday,April,7505.874
401,402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,2023-08-12,Baton Rouge,Saturday,August,73090.9872
402,403,Paint Set,Art and crafting materials,275.44,4.0,2390,946,0.18,1377,2024-02-24,Baltimore,Saturday,February,311010.32159999997
403,404,Brushes,Art and crafting materials,96.81,3.0,382,532,0.48,358,2023-07-24,Portland,Monday,July,18022.1496
404,405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,2023-09-13,Detroit,Wednesday,September,30005.544800000003
405,406,Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,2023-07-07,Las Vegas,Friday,July,339159.82100000005
406,407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,2024-03-13,Knoxville,Wednesday,March,1645.0938
407,408,Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,2024-06-07,Oklahoma City,Friday,June,529845.0066
408,409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,2023-10-20,Miami,Friday,October,157375.6742
409,410,Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,2023-11-22,Denver,Wednesday,November,126615.48479999999
410,411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,2023-10-17,Queens,Tuesday,October,335103.912
411,412,Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,2023-07-11,New Haven,Tuesday,July,369488.71400000004
412,413,Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,2023-12-06,Houston,Wednesday,December,477107.72579999996
413,414,Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,2024-04-19,Virginia Beach,Friday,April,673109.9228000001
414,415,Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,2024-05-08,Chicago,Wednesday,May,76795.61400000002
415,416,Canvas,Art and crafting materials,269.0,4.2,3234,18,0.1,793,2024-02-20,Staten Island,Tuesday,February,191985.3
416,417,Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,2024-05-06,San Diego,Monday,May,0.0
417,418,Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,2023-12-01,Long Beach,Friday,December,115938.0768
418,419,Brushes,Art and crafting materials,53.42,3.0,413,990,0.03,1378,2024-04-01,Oakland,Monday,April,71404.3772
419,420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0.0,82,2024-02-10,Toledo,Saturday,February,26217.04
420,421,Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,2023-06-20,Charlotte,Tuesday,June,157950.24599999998
421,422,Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,2023-11-10,Albuquerque,Friday,November,20995.128
422,423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,2023-07-27,Kansas City,Thursday,July,109972.75200000001
423,424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,2023-09-05,Cincinnati,Tuesday,September,354762.24159999995
424,425,Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,2024-05-29,Bonita Springs,Wednesday,May,132182.616
425,426,Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,2024-05-31,San Jose,Friday,May,150593.03999999998
426,427,Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,2024-04-24,Cincinnati,Wednesday,April,147985.59590000001
427,428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,2023-08-23,Phoenix,Wednesday,August,67553.376
428,429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,2024-01-07,Grand Rapids,Sunday,January,40033.868
429,430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,2024-03-04,Washington,Monday,March,50386.1475
430,431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,2023-12-16,San Juan,Saturday,December,722361.9689999999
431,432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2024-02-13,Baton Rouge,Tuesday,February,62074.23599999999
432,433,Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,2024-05-19,Harrisburg,Sunday,May,7548.166400000001
433,434,Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,2023-11-14,Charlotte,Tuesday,November,119896.875
434,435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,2024-01-18,San Jose,Thursday,January,576919.8456
435,436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,2023-10-27,Grand Rapids,Friday,October,24707.018599999996
436,437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,2024-03-04,Raleigh,Monday,March,224779.671
437,438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,2023-09-12,Virginia Beach,Tuesday,September,367444.59570000006
438,439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,2024-04-08,Boise,Monday,April,153963.68639999998
439,440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,2024-01-26,Portland,Friday,January,1620.4114000000002
440,441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,2023-09-28,Staten Island,Thursday,September,207467.568
441,442,Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,2024-05-26,Bakersfield,Sunday,May,138101.544
442,443,Tea Cup,Drinkware,301.61,1.0,4266,408,0.48,1211,2023-07-02,Detroit,Sunday,July,189929.84920000003
443,444,Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,2023-12-09,Mission Viejo,Saturday,December,555362.9458999999
444,445,Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,2024-01-30,Allentown,Tuesday,January,84685.4016
445,446,Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,2023-08-04,Columbus,Friday,August,10391.820000000002
446,447,Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,2023-08-10,Fresno,Thursday,August,91873.2564
447,448,Coffee Mug,Drinkware,278.01,4.3,3030,728,0.15,1068,2023-11-11,Des Moines,Saturday,November,252377.47799999997
448,449,Wine Glass,Drinkware,158.43,1.3,488,156,0.12,411,2023-11-20,Los Angeles,Monday,November,57300.96240000001
